Date,Importer,LoadingPort,DeclaredPKR,industryCategory,catalog,stateOfOrigin,batchId,TotalUSD,exporterCountryCode,UnitUSDkg,database,Exporter,productTag,importerOrig,id,ProductDesc,countryOfOriginCode,repNum,ExporterID,Destination,GrossKg,DestCode,exporterOrig,HSCode,HS_Desc,Qty,qtyUnitPrice,QtyUnit,countryOfOrigin,TradeID,stateOfDestination,primary,importerCountryCode,HSCode_str,hs4,hs6,Mode
2026-05-13,JAWEED CENTER FOR WHOLE SALE MEAT COMPANY KUWAIT,LPAE,34742.0,0205594235,exports,Asia,202606241107,34752.69,PAK,5.8018,pakistan,ASIA LIVESTOCK AND MEAT COMPANY,['CHILLED BEEF'],JAWEED CENTER FOR WHOLE SALE MEAT COMPANY KUWAIT,6a269e088d7234c6a94b222c,FRESH HALAL CHILLED BEEF  AS PER INVOICE,PAK,1,03670509,Saudi Arabia,5990.0,SAU,ASIA LIVESTOCK & MEAT COMPANY,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",5990.0,5.8018,KGS,Pakistan,58753351af03c968b058f222305e090a,Asia,1,KWT,02011000,0201,020110,Air
2026-05-13,DARB ALFALAH MEAT TRADING LLC,IPAE,18225.0,0205594235,exports,Asia,202606241107,18230.61,PAK,5.0015,pakistan,ASIF AND SONS,['CHILLED BEEF'],DARB ALFALAH MEAT TRADING LLC,6a269e088d7234c6a94b2130,CHILLED BEEF MEAT AS PER INV,PAK,1,04904917,United Arab Emirates,3645.0,ARE,Asif And Sons,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",3645.0,5.0015,KGS,Pakistan,02c23cc6d0fd97a942ccb12e914b671c,Asia,1,,02011000,0201,020110,Air
2026-05-13,AL KHAIR MEAT COMPANY FOR WHOLESALE MEAT SALES,IPAE,400.0,0205594235,exports,Asia,202606241107,400.12,PAK,4.0012,pakistan,ZABIHA MEAT PRODUCTS,['BEEF OFFAL LIVER'],AL-KHAIR MEAT COMPANY FOR WHOLESALE MEAT SALES,6a269e0a8d7234c6a94b2825,FRESH CHILLED BEEF OFFAL (LIVER) AS PER INVOICE,PAK,1,03612055,Kuwait,100.0,KWT,ZABIHA MEAT PRODUCTS,02061000,Fresh or chilled edible offal of bovine animals,100.0,4.0012,KGS,Pakistan,9711883b931bcb1e2282ea57b84170ec,Asia,1,KWT,02061000,0206,020610,Air
2026-05-13,AL KHAIR MEAT COMPANY FOR WHOLESALE MEAT SALES,IPAE,34144.0,0205594235,exports,Asia,202606241107,34154.5,PAK,8.8027,pakistan,ZABIHA MEAT PRODUCTS,['CHILLED BEEF'],AL-KHAIR MEAT COMPANY FOR WHOLESALE MEAT SALES,6a269e088d7234c6a94b21d1,FRESH CHILLED BEEF AS PER INVOICE,PAK,1,03612055,Kuwait,3880.0,KWT,ZABIHA MEAT PRODUCTS,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",3880.0,8.8027,KGS,Pakistan,49ec46abd8579a7f12b355bd0b5c96f6,Asia,1,KWT,02011000,0201,020110,Air
2026-05-13,UNIVERSAL COLD STORE TRDG CO LTD,KPAE,35640.0,0205594235,exports,Asia,202606241107,35650.97,PAK,8.0025,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['BEEF MEAT'],UNIVERSAL COLD STORE TRDG. CO. LTD,6a269e088d7234c6a94b212c,FRESH CHILLED BEEF MEAT WITH BONE,PAK,1,01006675,Saudi Arabia,4455.0,SAU,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",4455.0,8.0025,KGS,Pakistan,01b3fd6edcfec3fce069f4ae9373605e,Asia,1,SAU,02011000,0201,020110,Air
2026-05-13,SARMOYA TOJ FORS LLC,GWGE,92400.0,0205594235,exports,Asia,202606241107,92428.43,PAK,4.2013,pakistan,MEAT WORLD PRIVATE LIMITED,['BEEF'],SARMOYA TOJ FORS LLC,6a269e098d7234c6a94b2530,FROZEN BEEF MEAT,PAK,1,04230361,Tajikistan,22000.0,TJK,MEAT WORLD (PRIVATE) LIMITED,02021000,Frozen bovine carcases and half-carcases,22000.0,4.2013,KGS,Pakistan,a11fc1807db47d2742ea4c8bc0ee2b47,Asia,1,TJK,02021000,0202,020210,Sea
2026-05-13,AL ASEEL MEAT LLC,KPAE,9009.0,0205594235,exports,Asia,202606241107,9011.77,PAK,6.502,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED BEEF MEAT MIX'],AL ASEEL MEAT LLC,6a269e088d7234c6a94b2249,FRESH CHILLED BEEF MEAT MIX WITH BONE,PAK,1,01006675,United Arab Emirates,1386.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",1386.0,6.502,KGS,Pakistan,4f79a2ad90f4d9a0f0fd29a54a25143a,Asia,1,ARE,02011000,0201,020110,Air
2026-05-13,AL ASEEL MEAT LLC,KPAE,644.0,0205594235,exports,Asia,202606241107,643.7,PAK,6.502,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED ORGAN'],AL ASEEL MEAT LLC,6a269e098d7234c6a94b25eb,FRESH CHILLED ORGANS,PAK,1,01006675,United Arab Emirates,99.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02012000,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",99.0,6.502,KGS,Pakistan,f7def253bcb276e5fe5ecfc7d3c26ce6,Asia,1,ARE,02012000,0201,020120,Air
2026-05-13,GHULAM QADIR WASSAN GENERAL TRADING LLC,LPAE,10868.0,0205594235,exports,Asia,202606241107,10871.34,PAK,5.2016,pakistan,M S TAZIJ MEATS AND FOOD,['CHILLED BEEF'],GHULAM QADIR WASSAN GENERAL TRADING LLC,6a269e088d7234c6a94b222e,FRESH CHILLED BEEF AS PER INVOICE,PAK,1,03340420,United Arab Emirates,2090.0,ARE,M/S TAZIJ MEATS & FOOD,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2090.0,5.2016,KGS,Pakistan,2f95bde0f16148e51c8a2910a4f676ee,Asia,1,ARE,02011000,0201,020110,Air
2026-05-13,FSRU EXQUISITE AT PORT QASIM,KPPE,7749000.0,-,exports,Asia,202606241107,27827.62,PAK,20.6131,pakistan,OCEAN SERVICES,['FOOD PRODUCT'],FSRU EXQUISITE @ AT PORT QASIM,6a269e0a8d7234c6a94b279f,"MIX PROVISION, MILK, EGGS, MEAT, COOKING OIL, JUICES, SOFT DRINK, MINERAL WATER, SAUCES, SUGAR, STORES, ETC.",PAK,1,06986785,Pakistan,1350.0,PAK,OCEAN SERVICES,02062900,Frozen edible bovine offal (excluding tongues and livers),1350.0,20.6131,KGS,Pakistan,3527b8fd7e50c171f83fcc88b8e163ec,Asia,1,PAK,02062900,0206,020629,Sea
2026-05-13,FRESH DIRECT TRADING,LPAE,27671.0,0205594235,exports,Asia,202606241107,27679.01,PAK,5.8518,pakistan,GO DAIRY PRIVATE LIMITED,['CHILLED BEEF'],FRESH DIRECT TRADING,6a269e088d7234c6a94b2230,FRESH CHILLED BEEF DETAIL AS PER INVOICE,PAK,1,04729601,Qatar,4730.0,QAT,GO DAIRY (PRIVATE) LIMITED,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",4730.0,5.8518,KGS,Pakistan,1373c5015e950b043916d2d98cf229d2,Asia,1,,02011000,0201,020110,Air
2026-05-13,ZADNA TRADING COMPANY,LPAE,16965.0,0205594235,exports,Asia,202606241107,16970.22,PAK,5.8518,pakistan,FIT FOODS INTERNATIONAL,['MIX BEEF'],ZADNA TRADING COMPANY,6a269e088d7234c6a94b2236,FRESH CHILLED BEEF AS PER INV,PAK,1,03061147,Saudi Arabia,2900.0,SAU,FIT FOODS INTERNATIONAL,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2900.0,5.8518,KGS,Pakistan,43f4cfa5fbbb455567b84f9d616a712f,Asia,1,SAU,02011000,0201,020110,Air
2026-05-13,ZADNA TRADING COMPANY,KPAE,7590.0,0205594235,exports,Asia,202606241107,7592.34,PAK,5.5017,pakistan,XPRESS TRADING,['BEEF MEAT'],Zadna Trading Company,6a269e088d7234c6a94b1f84,CHILLED BEEF MEAT,PAK,1,09680708,Saudi Arabia,1380.0,SAU,XPRESS TRADING,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",1380.0,5.5017,KGS,Pakistan,e0c1d649ed247b8ab6448ccc524e1c1a,Asia,1,SAU,02011000,0201,020110,Air
2026-05-13,AL TAYEB MEAT SOLE PROPRIETOR SHIP LLC,KPAE,30600.0,0205594235,exports,Asia,202606241107,30609.42,PAK,4.2513,pakistan,M S FOODEX,['BEEF MEAT'],AL-TAYEB MEAT SOLE PROPRIETOR SHIP LLC,6a269e088d7234c6a94b2127,FRESH CHILLED BEEF MEAT (QUARTER),PAK,1,01759905,United Arab Emirates,7200.0,ARE,M/S FOODEX,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",7200.0,4.2513,KGS,Pakistan,42445738ef3c4fe889934e059aa93ab3,Asia,1,ARE,02011000,0201,020110,Air
2026-05-13,RASHID MUMTAZ MEAT TRADING LLC,KPAE,18200.0,0205594235,exports,Asia,202606241107,18205.6,PAK,6.502,pakistan,ASHRAFI FARMS,['CHILLED BEEF MEAT'],RASHID MUMTAZ MEAT TRADING LLC.,6a269e088d7234c6a94b2242,CHILLED BEEF MEAT MIX QUARTER,PAK,1,01479605,United Arab Emirates,2800.0,ARE,Ashrafi Farms,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2800.0,6.502,KGS,Pakistan,4aa5c56e365a306a28ae8912a3c95dad,Asia,1,ARE,02011000,0201,020110,Air
2026-05-13,FAISAL IQBAL FOODSTUFF LLC,KPAE,644.0,0205594235,exports,Asia,202606241107,643.7,PAK,6.502,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED ORGAN'],FAISAL IQBAL FOODSTUFF LLC,6a269e098d7234c6a94b25e9,FRESH CHILLED ORGANS,PAK,1,01006675,United Arab Emirates,99.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02012000,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",99.0,6.502,KGS,Pakistan,f9a025611f6f0427c5e7d257dcfe917b,Asia,1,ARE,02012000,0201,020120,Air
2026-05-13,FAISAL IQBAL FOODSTUFF LLC,KPAE,18662.0,0205594235,exports,Asia,202606241107,18667.24,PAK,6.502,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED BEEF MEAT MIX'],FAISAL IQBAL FOODSTUFF LLC,6a269e088d7234c6a94b2247,FRESH CHILLED BEEF MEAT MIX WITH BONE,PAK,1,01006675,United Arab Emirates,2871.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2871.0,6.502,KGS,Pakistan,ab53cfb077f1bac177eca43ffb53a055,Asia,1,ARE,02011000,0201,020110,Air
2026-05-13,AFTAB TRADING FZE,IPAE,7550.0,0205594235,exports,Asia,202606241107,7552.32,PAK,5.0015,pakistan,HAMZA HALAL FOOD,['CHILLED BEEF'],AFTAB TRADING FZE,6a269e088d7234c6a94b2243,CHILLED BEEF AS PER INVOICE,PAK,1,01056136,United Arab Emirates,1510.0,ARE,HAMZA HALAL FOOD,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",1510.0,5.0015,KGS,Pakistan,df58ee3d73e67e24942415cac6edc647,Asia,1,ARE,02011000,0201,020110,Air
2026-05-13,MFK MEAT TRADING,MPAE,261.0,0205594235,exports,Asia,202606241107,261.08,PAK,3.0009,pakistan,M S REHMAT LIVESTOCK AND FARMERS,['CHILLED BEEF OFFAL'],MFK MEAT TRADING,6a269e0a8d7234c6a94b281c,CHILLED BEEF OFFAL,PAK,1,04378441,United Arab Emirates,87.0,ARE,M/S REHMAT LIVESTOCK & FARMERS,02061000,Fresh or chilled edible offal of bovine animals,87.0,3.0009,KGS,Pakistan,d1072f7d4348bb22a99b900ccdd595e4,Asia,1,ARE,02061000,0206,020610,Air
2026-05-13,MFK MEAT TRADING,MPAE,246.0,-,exports,Asia,202606241107,246.07,PAK,3.0009,pakistan,M S REHMAT LIVESTOCK AND FARMERS,['CHILLED BEEF TROTTER OFFAL'],MFK MEAT TRADING,6a269e0a8d7234c6a94b281d,CHILLED BEEF TROTTER OFFAL,PAK,1,04378441,United Arab Emirates,82.0,ARE,M/S REHMAT LIVESTOCK & FARMERS,02061000,Fresh or chilled edible offal of bovine animals,82.0,3.0009,KGS,Pakistan,33b756f43af0001a9abeb7b8504320ce,Asia,1,ARE,02061000,0206,020610,Air
2026-05-13,MFK MEAT TRADING,MPAE,9627.0,0205594235,exports,Asia,202606241107,9629.46,PAK,6.502,pakistan,M S REHMAT LIVESTOCK AND FARMERS,['BEEF MEAT'],MFK MEAT TRADING,6a269e088d7234c6a94b2235,CHILLED BEEF MEAT,PAK,1,04378441,United Arab Emirates,1481.0,ARE,M/S REHMAT LIVESTOCK & FARMERS,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",1481.0,6.502,KGS,Pakistan,cca2dba843849ddf3c94c2b64ccb1689,Asia,1,ARE,02011000,0201,020110,Air
2026-05-13,WORLD QUALITY FOODSTUFF TRADING CO LLC,SPEF,12140.0,0205594235,exports,Asia,202606241107,12143.74,PAK,5.0015,pakistan,DELICACY ENTERPRISES,['MIX BEEF'],WORLD QUALITY FOODSTUFF TRADING CO LLC,6a269e088d7234c6a94b223b,FRESH CHILLED BEEF AS PER INV,PAK,1,0C450901,United Arab Emirates,2428.0,ARE,DELICACY ENTERPRISES,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2428.0,5.0015,KGS,Pakistan,b0453033e782ac748207478434196fb2,Asia,1,ARE,02011000,0201,020110,Sea
2026-05-13,NEW AL FUHAID TRADING,SPEF,10875.0,0205594235,exports,Asia,202606241107,10878.55,PAK,5.6017,pakistan,EJAZ QADEER AND SONS,['CHILLED BEEF'],NEW AL FUHAID TRADING,6a269e088d7234c6a94b2233,CHILLED BEEF MIX AS PER INV,PAK,1,03756346,United Arab Emirates,1942.0,ARE,EJAZ QADEER & SONS,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",1942.0,5.6017,KGS,Pakistan,62543f8b79c403690f7c368f0a1920be,Asia,1,,02011000,0201,020110,Sea
2026-05-13,M S AL RABIE MEAT TRD EST,KPAE,9009.0,0205594235,exports,Asia,202606241107,9011.77,PAK,6.502,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED BEEF MEAT MIX'],M/S AL RABIE MEAT TRD EST,6a269e088d7234c6a94b2248,FRESH CHILLED BEEF MEAT MIX WITH BONE,PAK,1,01006675,United Arab Emirates,1386.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",1386.0,6.502,KGS,Pakistan,a2ffad01223c417f92009cab52c0e382,Asia,1,ARE,02011000,0201,020110,Air
2026-05-13,M S AL RABIE MEAT TRD EST,KPAE,644.0,0205594235,exports,Asia,202606241107,643.7,PAK,6.502,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED ORGAN'],M/S AL RABIE MEAT TRD EST,6a269e098d7234c6a94b25ea,FRESH CHILLED ORGANS,PAK,1,01006675,United Arab Emirates,99.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02012000,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",99.0,6.502,KGS,Pakistan,1143bb98a2473dcb30ef6e88d3635ce6,Asia,1,ARE,02012000,0201,020120,Air
2026-05-13,NAVID SALAMAT SAMIN CO,QTFE,50862.0,0205594235,exports,Asia,202606241107,50877.65,PAK,4.2013,pakistan,THE ORGANIC MEAT COMPANY LIMITED,['BEEF MEAT WITH BONE'],NAVID SALAMAT SAMIN CO,6a269e088d7234c6a94b21cb,BEAF MEAT WITH BONE,PAK,1,03610661,Iran,12110.0,IRN,The Organic Meat Company Limited,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",12110.0,4.2013,KGS,Pakistan,1ce92455f9df98f502814371c7f0c363,Asia,1,IRN,02011000,0201,020110,Sea
2026-05-13,NAVID SALAMAT SAMIN CO,QTFE,48510.0,0205594235,exports,Asia,202606241107,48524.93,PAK,4.2013,pakistan,THE ORGANIC MEAT COMPANY LIMITED,['BEEF MEAT WITH BONE'],NAVID SALAMAT SAMIN CO,6a269e088d7234c6a94b224a,BEAF MEAT WITH BONE,PAK,1,03610661,Iran,11550.0,IRN,The Organic Meat Company Limited,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",11550.0,4.2013,KGS,Pakistan,a3ce6741a5fa377309635573d3217db7,Asia,1,IRN,02011000,0201,020110,Sea
2026-05-13,MAHMOOD ALEMAN FOR FRESH AND CHILLED AND FROZEN MEAT TRADING CO LLC,IPAE,40890.0,0205594235,exports,Asia,202606241107,40902.58,PAK,5.8018,pakistan,AL IMAN TRADING CORPORATION,['CHILLED BEEF'],MAHMOOD ALEMAN FOR FRESH AND CHILLED AND FROZEN MEAT TRADING CO LLC,6a269e088d7234c6a94b21c9,FRESH HALAL CHILLED BEEF AS PER INVOICE,PAK,1,04188005,United Arab Emirates,7050.0,ARE,AL IMAN TRADING CORPORATION,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",7050.0,5.8018,KGS,Pakistan,309c52ab1d084ac583911dc62f7102ad,Asia,1,ARE,02011000,0201,020110,Air
2026-05-13,MAHMOOD ALEMAN FOR FRESH AND CHILLED AND FROZEN MEAT TRADING CO LLC,IPAE,60.0,-,exports,Asia,202606241107,60.02,PAK,3.001,pakistan,AL IMAN TRADING CORPORATION,['BEEF HEART'],MAHMOOD ALEMAN FOR FRESH AND CHILLED AND FROZEN MEAT TRADING CO LLC,6a269e0a8d7234c6a94b2821,FRESH HALAL CHILLED BEEF  HEART,PAK,1,04188005,United Arab Emirates,20.0,ARE,AL IMAN TRADING CORPORATION,02061000,Fresh or chilled edible offal of bovine animals,20.0,3.001,KGS,Pakistan,0cd6ada1c6154c3a987b57554d9b49b1,Asia,1,ARE,02061000,0206,020610,Air
2026-05-13,MAHMOOD ALEMAN FOR FRESH AND CHILLED AND FROZEN MEAT TRADING CO LLC,IPAE,300.0,-,exports,Asia,202606241107,300.09,PAK,3.0009,pakistan,AL IMAN TRADING CORPORATION,['BEEF LIVER'],MAHMOOD ALEMAN FOR FRESH AND CHILLED AND FROZEN MEAT TRADING CO LLC,6a269e0a8d7234c6a94b281f,FRESH HALAL CHILLED  BEEF LIVER,PAK,1,04188005,United Arab Emirates,100.0,ARE,AL IMAN TRADING CORPORATION,02061000,Fresh or chilled edible offal of bovine animals,100.0,3.0009,KGS,Pakistan,11a0d27ecfafa6fe137ac3c0565249ae,Asia,1,ARE,02061000,0206,020610,Air
2026-05-13,MAHMOOD ALEMAN FOR FRESH AND CHILLED AND FROZEN MEAT TRADING CO LLC,IPAE,120.0,0205594235,exports,Asia,202606241107,120.04,PAK,3.001,pakistan,AL IMAN TRADING CORPORATION,['BEEF TAIL'],MAHMOOD ALEMAN FOR FRESH AND CHILLED AND FROZEN MEAT TRADING CO LLC,6a269e0a8d7234c6a94b2820,FRESH HALAL CHILLED BEEF TAIL,PAK,1,04188005,United Arab Emirates,40.0,ARE,AL IMAN TRADING CORPORATION,02061000,Fresh or chilled edible offal of bovine animals,40.0,3.001,KGS,Pakistan,992280679ceee9aed0979448e4d4f9e9,Asia,1,ARE,02061000,0206,020610,Air
2026-05-13,MAHMOOD ALEMAN FOR FRESH AND CHILLED AND FROZEN MEAT TRADING CO LLC,IPAE,120.0,-,exports,Asia,202606241107,120.04,PAK,3.001,pakistan,AL IMAN TRADING CORPORATION,['BEEF KIDNEY'],MAHMOOD ALEMAN FOR FRESH AND CHILLED AND FROZEN MEAT TRADING CO LLC,6a269e0a8d7234c6a94b281e,FRESH HALAL BEEF KIDNEY,PAK,1,04188005,United Arab Emirates,40.0,ARE,AL IMAN TRADING CORPORATION,02061000,Fresh or chilled edible offal of bovine animals,40.0,3.001,KGS,Pakistan,f0ed6dc4cb4dd7d000b2bbb7954cebb2,Asia,1,ARE,02061000,0206,020610,Air
2026-05-13,DAR AL TURAB FOODSTUFF TRADING LLC,KPAE,6048.0,0205594235,exports,Asia,202606241107,6049.86,PAK,4.2013,pakistan,BIN NOOR TRADERS,['CHILLED BEEF MEAT'],DAR AL TURAB FOODSTUFF TRADING LLC.,6a269e088d7234c6a94b212a,CHILLED BEEF MEAT QUARTER,PAK,1,0C811300,United Arab Emirates,1440.0,ARE,Bin Noor Traders,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",1440.0,4.2013,KGS,Pakistan,bede9f1ac6ba36cd7d6d2b5907df2a63,Asia,1,ARE,02011000,0201,020110,Air
2026-05-13,DAR AL TURAB FOODSTUFF TRADING LLC,KPAE,5922.0,0205594235,exports,Asia,202606241107,5923.82,PAK,4.2013,pakistan,BIN NOOR TRADERS,['CHILLED BEEF MEAT'],DAR AL TURAB FOODSTUFF TRADING LLC.,6a269e088d7234c6a94b2122,CHILLED BEEF MEAT QUARTER,PAK,1,0C811300,United Arab Emirates,1410.0,ARE,Bin Noor Traders,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",1410.0,4.2013,KGS,Pakistan,f228c045d7342ccecb67066c952f0f53,Asia,1,ARE,02011000,0201,020110,Air
2026-05-13,JAWEED CENTER FOR WHOLE SALE MEAT COMPANY KUWAIT,LPAE,16008.0,0205594235,exports,Asia,202606241107,16012.92,PAK,5.8018,pakistan,ASIA LIVESTOCK AND MEAT COMPANY,['CHILLED BEEF'],JAWEED CENTER FOR WHOLE SALE MEAT COMPANY KUWAIT,6a269e088d7234c6a94b2275,FRESH HALAL  CHILLED BEEF AS PER INV,PAK,1,03670509,Kuwait,2760.0,KWT,ASIA LIVESTOCK & MEAT COMPANY,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2760.0,5.8018,KGS,Pakistan,657629b10ff90bdd6bb13244eb8f0929,Asia,1,KWT,02011000,0201,020110,Air
2026-05-13,JAWEED CENTER FOR WHOLE SALE MEAT COMPANY KUWAIT,IPAE,16644.0,0205594235,exports,Asia,202606241107,16649.12,PAK,5.7018,pakistan,ASIA LIVESTOCK AND MEAT COMPANY,['MIX BEEF'],JAWEED CENTER FOR WHOLE SALE MEAT COMPANY KUWAIT,6a269e088d7234c6a94b21cd,FRESH CHILLED BEEF AS PER INV,PAK,1,03670509,Kuwait,2920.0,KWT,ASIA LIVESTOCK & MEAT COMPANY,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2920.0,5.7018,KGS,Pakistan,d3ae1dca63e17da53b0d5d0674db3eef,Asia,1,KWT,02011000,0201,020110,Air
2026-05-13,JAWEED CENTER FOR WHOLE SALE MEAT COMPANY KUWAIT,LPAE,360.0,0205594235,exports,Asia,202606241107,360.11,PAK,3.0009,pakistan,ASIA LIVESTOCK AND MEAT COMPANY,['BEEF LIVER'],JAWEED CENTER FOR WHOLE SALE MEAT COMPANY KUWAIT,6a269e0a8d7234c6a94b2828,FRESH HALAL CHILLED BEEF LIVER,PAK,1,03670509,Kuwait,120.0,KWT,ASIA LIVESTOCK & MEAT COMPANY,02061000,Fresh or chilled edible offal of bovine animals,120.0,3.0009,KGS,Pakistan,e1450f6e0776bdff5075d163af59f219,Asia,1,KWT,02061000,0206,020610,Air
2026-05-13,ESRAQ GENERAL TRADING W L L,LPAE,17285.0,0205594235,exports,Asia,202606241107,17290.72,PAK,5.8218,pakistan,GO DAIRY PRIVATE LIMITED,['CHILLED BEEF'],ESRAQ GENERAL TRADING W.L.L,6a269e088d7234c6a94b2231,FRESH CHILLED BEEF.DETAIL AS PER INVOICE.,PAK,1,04729601,Bahrain,2970.0,BHR,GO DAIRY (PRIVATE) LIMITED,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2970.0,5.8218,KGS,Pakistan,442d0faeedc079c682509e490d10b064,Asia,1,,02011000,0201,020110,Air
2026-05-13,MOHAMMAD TARIQ TRADING CO W L L,LPAE,20805.0,0205594235,exports,Asia,202606241107,20811.4,PAK,7.3022,pakistan,AL SABA INTERNATIONAL,['CHILLED BEEF'],"MOHAMMAD TARIQ TRADING CO. W.L.L.,",6a269e088d7234c6a94b222d,FRESH CHILLED BEEF DETAIL AS PER INVOICE,PAK,1,00024387,Bahrain,2850.0,BHR,AL SABA INTERNATIONAL,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2850.0,7.3022,KGS,Pakistan,7f22c912ae3d291fad112674bf507566,Asia,1,BHR,02011000,0201,020110,Air
2026-05-13,M S IRAN GARMENT CO,QTFE,48867.0,0205594235,exports,Asia,202606241107,48882.04,PAK,4.2013,pakistan,AKN ENTERPRISES,['BEEF MEAT'],M/S IRAN GARMENT CO,6a269e088d7234c6a94b21cc,BEEF MEAT WITH BONE,PAK,1,0D694367,Iran,11635.0,IRN,AKN ENTERPRISES,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",11635.0,4.2013,KGS,Pakistan,e287007310ae47242f4e21ac0f6ad37d,Asia,1,IRN,02011000,0201,020110,Sea
2026-05-13,M S IRAN GARMENT CO,QTFE,48909.0,0205594235,exports,Asia,202606241107,48924.05,PAK,4.2013,pakistan,AKN ENTERPRISES,['BEEF MEAT'],M/S IRAN GARMENT CO,6a269e088d7234c6a94b2240,BEEF MEAT WITH BONE,PAK,1,0D694367,Iran,11645.0,IRN,AKN ENTERPRISES,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",11645.0,4.2013,KGS,Pakistan,b8af7a958698d45a1d252ef774a53e0e,Asia,1,IRN,02011000,0201,020110,Sea
2026-05-13,ALFAW ALRAIDA ESTABLISHMENT COMMERCIAL,LPAE,15184.0,0205594235,exports,Asia,202606241107,15188.67,PAK,5.2016,pakistan,M S TAZIJ MEATS AND FOOD,['CHILLED BEEF'],ALFAW ALRAIDA ESTABLISHMENT COMMERCIAL,6a269e088d7234c6a94b2232,FRESH CHILLED BEEF AS PER INVOICE,PAK,1,03340420,Saudi Arabia,2920.0,SAU,M/S TAZIJ MEATS & FOOD,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2920.0,5.2016,KGS,Pakistan,8fd340863121fcde0ecbc728a836e620,Asia,1,SAU,02011000,0201,020110,Air
2026-05-13,MAJID AL FUTTAIM HYPER MARKETS,KPAE,38280.0,0205594235,exports,Asia,202606241107,38291.78,PAK,5.5017,pakistan,THE ORGANIC MEAT COMPANY LIMITED,['BEEF MEAT'],MAJID AL FUTTAIM HYPER MARKETS,6a269e088d7234c6a94b212b,CHILLED BEEF MEAT,PAK,1,03610661,United Arab Emirates,6960.0,ARE,The Organic Meat Company Limited,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",6960.0,5.5017,KGS,Pakistan,cda3a2377f77662c3bf1b2d58be07256,Asia,1,,02011000,0201,020110,Air
2026-05-13,TASAHEEL EST FOR MEAT,IPAE,40670.0,0205594235,exports,Asia,202606241107,40682.11,PAK,5.8018,pakistan,AL SHAYZA INTERNATIONAL TRADERS,['BEEF MEAT'],TASAHEEL EST FOR MEAT,6a269e088d7234c6a94b2276,FRESH HALAL CHILLED BEEF MEAT,PAK,1,01177711,Kuwait,7012.0,KWT,AL-SHAYZA INTERNATIONAL TRADERS,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",7012.0,5.8018,KGS,Pakistan,9fee418e76fd46d56b6dd2577b6dae5f,Asia,1,,02011000,0201,020110,Air
